"number","project","owner","reviewer","date","rscore","vscore"
"101005","platform/frameworks/opt/telephony","Narayan Kamath","Elliott Hughes","2014-07-14 16:29:51.177000000",2,0
"101005","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2014-07-16 12:57:47.272000000",0,1
"101140","platform/packages/apps/Settings","Narayan Kamath","Elliott Hughes","2014-07-14 16:15:21.143000000",2,0
"101140","platform/packages/apps/Settings","Narayan Kamath","Narayan Kamath","2014-07-16 12:54:07.375000000",0,1
"101140","platform/packages/apps/Settings","Narayan Kamath","Narayan Kamath","2014-07-16 12:54:57.792000000",2,1
"101970","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2014-07-18 15:58:29.373000000",0,1
"101970","platform/frameworks/opt/telephony","Narayan Kamath","Elliott Hughes","2014-07-18 16:18:04.186000000",2,0
"101970","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2014-07-18 17:11:53.339000000",2,0
"106830","platform/system/vold","Adam Langley","Adam Langley","2014-09-05 22:55:03.794000000",0,0
"106830","platform/system/vold","Adam Langley","Deckard Autoverifier","2014-09-08 03:53:11.664000000",0,1
"106830","platform/system/vold","Adam Langley","Adam Langley","2014-09-18 22:31:36.542000000",0,0
"106830","platform/system/vold","Adam Langley","Paul Lawrence","2014-09-18 22:41:58.721000000",2,0
"107515","platform/system/vold","Dan Albert","Elliott Hughes","2014-09-12 17:52:06.970000000",2,0
"107515","platform/system/vold","Dan Albert","Dan Albert","2014-09-12 18:07:48.606000000",0,1
"109323","platform/system/vold","Stephen Smalley","Deckard Autoverifier","2014-10-08 07:25:20.671000000",0,1
"109323","platform/system/vold","Stephen Smalley","Nick Kralevich","2014-10-18 23:02:28.547000000",2,0
"109776","platform/frameworks/av","Bernhard Rosenkränzer","Deckard Autoverifier","2014-10-20 00:19:12.079000000",0,1
"109776","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-24 22:00:32.732000000",2,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-10-08 15:19:26.396000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-10-08 17:04:44.315000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-10-08 19:20:37.485000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-10-08 19:30:29.493000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-10-08 19:32:12.043000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-10-16 18:34:44.203000000",0,0
"110204","platform/system/core","Mark Salyzyn","Deckard Autoverifier","2014-10-17 03:44:51.541000000",0,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-11-12 17:10:12.596000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-11-12 17:13:11.219000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-12-08 22:28:55.288000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-12-16 22:33:28.182000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2014-12-16 22:36:13.618000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-02-06 18:28:25.165000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-02-09 23:42:58.877000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-02-09 23:56:49.425000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-02-26 17:32:49.268000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-04 20:56:56.955000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-04 21:53:02.249000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-12 21:43:19.597000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-03-12 21:52:37.638000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-22 19:59:03.414000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-04-24 15:48:30.998000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-05-07 18:02:56.096000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-05-12 23:01:52.538000000",1,1
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-09 18:09:44.678000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-09 18:13:41.374000000",1,1
"110204","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-09 21:46:16.521000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-09 22:40:03.338000000",0,0
"110204","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-09 22:51:18.454000000",1,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 17:36:33.589000000",0,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 17:43:29.129000000",1,1
"110204","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-12 22:53:50.323000000",1,0
"110204","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 14:38:00.269000000",2,0
"111553","platform/system/vold","Dan Albert","Elliott Hughes","2014-10-21 18:31:15.392000000",2,0
"111553","platform/system/vold","Dan Albert","Dan Albert","2014-10-21 23:09:05.414000000",0,1
"113423","platform/frameworks/av","Martin Storsjö","Nagaraju Siddineni","2014-11-07 08:06:18.979000000",0,0
"113423","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2014-11-07 08:07:46.988000000",0,0
"113423","platform/frameworks/av","Martin Storsjö","Glenn Kasten","2014-11-10 19:55:04.033000000",2,1
"113520","platform/frameworks/av","Ian Rogers","Andreas Gampe","2014-11-06 21:47:00.417000000",2,0
"113520","platform/frameworks/av","Ian Rogers","Ian Rogers","2014-11-06 21:54:03.104000000",0,1
"113520","platform/frameworks/av","Ian Rogers","Ying Wang","2014-11-06 21:55:45.568000000",0,0
"113520","platform/frameworks/av","Ian Rogers","Ian Rogers","2014-11-06 21:58:46.607000000",0,0
"113601","platform/frameworks/av","junkyu lee","junkyu lee","2014-12-02 04:22:09.901000000",0,0
"113601","platform/frameworks/av","junkyu lee","Glenn Kasten","2014-12-02 18:04:12.077000000",0,0
"113601","platform/frameworks/av","junkyu lee","junkyu lee","2014-12-03 01:23:53.350000000",0,0
"113601","platform/frameworks/av","junkyu lee","Deckard Autoverifier","2014-12-04 18:36:45.770000000",0,1
"113601","platform/frameworks/av","junkyu lee","Glenn Kasten","2014-12-05 02:03:45.535000000",0,0
"113601","platform/frameworks/av","junkyu lee","junkyu lee","2014-12-05 04:23:34.464000000",0,0
"113601","platform/frameworks/av","junkyu lee","Glenn Kasten","2014-12-05 20:33:57.191000000",0,0
"113601","platform/frameworks/av","junkyu lee","Glenn Kasten","2014-12-08 23:37:07.148000000",0,1
"113601","platform/frameworks/av","junkyu lee","Andy Hung","2014-12-08 23:52:57.724000000",1,0
"113601","platform/frameworks/av","junkyu lee","Glenn Kasten","2014-12-09 00:02:31.041000000",2,1
"113601","platform/frameworks/av","junkyu lee","junkyu lee","2014-12-22 10:32:00.208000000",0,0
"113712","platform/frameworks/av","Eino-Ville Talvala","Stephen Hines","2014-11-08 01:15:06.487000000",2,0
"113712","platform/frameworks/av","Eino-Ville Talvala","Eino-Ville Talvala","2014-11-08 01:17:55.342000000",0,0
"113712","platform/frameworks/av","Eino-Ville Talvala","Dan Albert","2014-11-08 01:24:47.676000000",2,0
"113712","platform/frameworks/av","Eino-Ville Talvala","Eino-Ville Talvala","2014-11-10 23:58:24.699000000",0,1
"113951","platform/frameworks/av","Dan Albert","Elliott Hughes","2014-11-10 22:51:22.313000000",2,0
"113951","platform/frameworks/av","Dan Albert","Stephen Hines","2014-11-10 22:51:31.174000000",2,0
"113951","platform/frameworks/av","Dan Albert","Dan Albert","2014-11-11 22:30:06.204000000",0,1
"113951","platform/frameworks/av","Dan Albert","Stephen Hines","2014-11-11 22:34:32.513000000",2,0
"114044","platform/frameworks/av","John Eckerdal","Glenn Kasten","2014-11-25 14:41:17.606000000",1,0
"114044","platform/frameworks/av","John Eckerdal","Marco Nelissen","2014-11-25 15:48:25.685000000",2,0
"114044","platform/frameworks/av","John Eckerdal","Glenn Kasten","2014-12-01 17:51:06.375000000",0,1
"114171","platform/frameworks/av","Mark Salyzyn","Mark Salyzyn","2014-11-11 23:32:29.436000000",1,1
"114171","platform/frameworks/av","Mark Salyzyn","Elliott Hughes","2014-11-12 01:49:58.501000000",2,0
"114231","platform/frameworks/av","Yong Yao","Deckard Autoverifier","2014-12-04 16:22:05.192000000",0,1
"114231","platform/frameworks/av","Yong Yao","Lajos Molnar","2014-12-04 17:23:37.679000000",2,0
"114231","platform/frameworks/av","Yong Yao","Lajos Molnar","2014-12-04 17:28:33.942000000",2,0
"114231","platform/frameworks/av","Yong Yao","Lajos Molnar","2014-12-04 17:30:05.753000000",0,1
"114621","platform/frameworks/av","Chih-hung Hsieh","Dan Albert","2014-11-14 18:19:06.456000000",0,0
"114621","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-11-14 18:48:02.375000000",0,0
"114621","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-11-14 19:34:51.055000000",0,1
"114621","platform/frameworks/av","Chih-hung Hsieh","Stephen Hines","2014-11-18 23:26:12.187000000",2,0
"114626","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-11-14 19:59:59.147000000",0,1
"114626","platform/frameworks/av","Chih-hung Hsieh","Glenn Kasten","2014-11-18 23:33:27.502000000",-1,0
"114626","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-11-19 01:15:05.350000000",0,0
"114626","platform/frameworks/av","Chih-hung Hsieh","Glenn Kasten","2014-11-19 18:30:28.958000000",2,0
"114636","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2014-11-14 19:29:19.473000000",0,1
"114636","platform/packages/apps/Settings","Elliott Hughes","Amith Yamasani","2014-11-14 22:07:40.796000000",0,0
"114636","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2014-11-14 22:27:15.713000000",0,0
"114636","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2014-11-14 22:28:57.473000000",0,0
"114636","platform/packages/apps/Settings","Elliott Hughes","Fabrice Di Meglio","2014-11-14 23:41:20.942000000",1,0
"114636","platform/packages/apps/Settings","Elliott Hughes","Narayan Kamath","2014-11-17 10:08:05.077000000",2,0
"114670","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-11-14 21:51:29.112000000",0,1
"114670","platform/frameworks/av","Chih-hung Hsieh","Eric Laurent","2014-11-14 23:28:35.299000000",0,0
"114670","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-11-15 00:34:23.164000000",0,0
"114670","platform/frameworks/av","Chih-hung Hsieh","Eric Laurent","2014-11-15 00:37:44.716000000",2,0
"114754","platform/frameworks/av","Dan Albert","Dan Albert","2014-11-16 02:19:00.481000000",0,1
"114754","platform/frameworks/av","Dan Albert","Elliott Hughes","2014-11-16 05:49:54.976000000",2,0
"114768","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2014-11-17 18:09:17.844000000",2,1
"114856","platform/frameworks/av","Elliott Hughes","Serban Constantinescu","2014-11-17 20:06:49.110000000",1,0
"114856","platform/frameworks/av","Elliott Hughes","Dimitry Ivanov","2014-11-17 20:10:36.450000000",2,0
"114856","platform/frameworks/av","Elliott Hughes","Christopher Ferris","2014-11-17 20:12:13.672000000",2,0
"114856","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2014-11-17 20:55:06.488000000",0,1
"114873","platform/frameworks/av","Bernhard Rosenkränzer","Bernhard Rosenkränzer","2014-11-17 19:15:40.884000000",0,0
"114873","platform/frameworks/av","Bernhard Rosenkränzer","Bernhard Rosenkränzer","2014-11-17 19:17:19.326000000",1,0
"114873","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-17 19:56:39.489000000",2,0
"114873","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-17 20:00:11.697000000",0,1
"114893","platform/frameworks/av","Elliott Hughes","Dan Albert","2014-11-17 19:36:53.549000000",2,0
"114893","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2014-11-17 19:38:04.987000000",0,1
"114926","platform/frameworks/av","Bernhard Rosenkränzer","Bernhard Rosenkränzer","2014-11-18 08:54:33.144000000",0,0
"114926","platform/frameworks/av","Bernhard Rosenkränzer","Dan Albert","2014-11-18 18:47:17.678000000",2,0
"114926","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-18 18:49:10.797000000",0,1
"114927","platform/frameworks/av","Bernhard Rosenkränzer","Bernhard Rosenkränzer","2014-11-18 09:18:28.041000000",0,0
"114927","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-18 18:24:26.585000000",2,1
"114928","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-25 00:43:30.782000000",2,1
"115081","platform/packages/apps/Settings","Narayan Kamath","Elliott Hughes","2014-11-18 19:18:57.963000000",2,0
"115081","platform/packages/apps/Settings","Narayan Kamath","Neil Fuller","2014-11-20 10:18:51.300000000",2,0
"115081","platform/packages/apps/Settings","Narayan Kamath","Narayan Kamath","2014-11-24 13:44:59.242000000",0,1
"115615","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-21 00:48:02.835000000",1,0
"115615","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-25 22:44:53.261000000",2,1
"115624","platform/frameworks/av","Bernhard Rosenkränzer","Bernhard Rosenkränzer","2014-11-20 12:26:17.131000000",0,0
"115624","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-20 19:33:27.281000000",2,0
"115624","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-20 20:40:41.568000000",0,1
"115664","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-24 23:25:00.400000000",2,1
"115723","platform/frameworks/av","Dan Albert","Eino-Ville Talvala","2014-11-20 19:40:27.085000000",0,0
"115723","platform/frameworks/av","Dan Albert","Dan Albert","2014-11-20 20:50:03.146000000",0,0
"115723","platform/frameworks/av","Dan Albert","Bionic Buildbot","2014-11-20 21:10:37.561000000",0,1
"115723","platform/frameworks/av","Dan Albert","Stephen Hines","2014-11-20 23:32:35.173000000",2,0
"115833","platform/frameworks/av","Zerom Han","Zerom Han","2014-11-24 06:49:27.022000000",0,0
"115833","platform/frameworks/av","Zerom Han","Glenn Kasten","2014-12-01 17:57:35.545000000",0,0
"115833","platform/frameworks/av","Zerom Han","Glenn Kasten","2014-12-01 18:26:19.017000000",0,0
"115833","platform/frameworks/av","Zerom Han","Andy Hung","2014-12-01 19:37:33.059000000",1,0
"115833","platform/frameworks/av","Zerom Han","Glenn Kasten","2014-12-01 20:15:06.899000000",0,0
"115833","platform/frameworks/av","Zerom Han","Glenn Kasten","2014-12-02 17:15:55.820000000",2,1
"115833","platform/frameworks/av","Zerom Han","Zerom Han","2014-12-02 22:59:19.639000000",0,0
"115869","platform/packages/apps/Settings","Michael Bestas","Michael Bestas","2014-11-24 17:56:24.965000000",1,0
"115869","platform/packages/apps/Settings","Michael Bestas","Deckard Autoverifier","2014-12-04 03:13:38.746000000",0,-1
"115869","platform/packages/apps/Settings","Michael Bestas","Deckard Autoverifier","2015-03-20 19:27:26.255000000",0,-1
"115869","platform/packages/apps/Settings","Michael Bestas","Michael Bestas","2015-03-20 22:00:49.299000000",1,0
"115869","platform/packages/apps/Settings","Michael Bestas","Alan Viverette","2015-03-21 19:28:12.123000000",2,0
"115869","platform/packages/apps/Settings","Michael Bestas","Deckard Autoverifier","2015-03-21 20:40:02.788000000",0,1
"115869","platform/packages/apps/Settings","Michael Bestas","Michael Bestas","2015-04-24 13:50:01.663000000",0,0
"115869","platform/packages/apps/Settings","Michael Bestas","Alan Viverette","2015-04-24 18:05:05.596000000",0,0
"115900","platform/frameworks/opt/telephony","Paul Jensen","Deckard Autoverifier","2014-12-04 11:33:16.470000000",0,-1
"115900","platform/frameworks/opt/telephony","Paul Jensen","Paul Jensen","2015-02-10 14:23:24.156000000",0,0
"115900","platform/frameworks/opt/telephony","Paul Jensen","Lorenzo Colitti","2015-03-11 14:14:47.248000000",2,0
"115900","platform/frameworks/opt/telephony","Paul Jensen","Lorenzo Colitti","2015-03-11 15:10:20.175000000",0,1
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-25 20:21:39.382000000",1,0
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Dianne Hackborn","2014-11-25 20:53:25.264000000",2,0
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-25 23:12:35.651000000",0,1
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-25 23:13:00.755000000",0,0
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-26 00:36:37.846000000",0,0
"116156","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-24 22:33:32.468000000",2,0
"116156","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-24 22:33:52.633000000",0,1
"116178","platform/frameworks/av","Andreas Gampe","Stephen Hines","2014-11-25 04:29:00.584000000",2,0
"116178","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 17:39:03.252000000",0,1
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-24 23:59:28.727000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Dan Albert","2014-11-25 00:03:01.365000000",1,0
"116184","platform/frameworks/av","Andreas Gampe","Dan Albert","2014-11-25 00:03:17.013000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 00:42:28.932000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Dan Albert","2014-11-25 00:44:12.218000000",1,0
"116184","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-25 03:46:37.614000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 03:51:54.512000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-25 05:31:25.893000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 05:35:35.853000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 06:37:31.608000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 22:57:02.344000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-26 00:09:51.579000000",1,0
"116184","platform/frameworks/av","Andreas Gampe","Lajos Molnar","2014-11-26 19:43:46.815000000",2,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-26 19:51:12.748000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Lajos Molnar","2014-11-26 20:14:32.264000000",0,0
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-26 21:44:33.420000000",0,1
"116225","platform/frameworks/av","Andreas Gampe","Mark Salyzyn","2014-11-25 15:03:19.869000000",2,0
"116225","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 17:03:37.968000000",0,1
"116341","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-25 21:32:59.450000000",1,1
"116341","platform/frameworks/av","Bernhard Rosenkränzer","Dan Albert","2014-11-25 21:45:19.979000000",2,0
"116399","platform/frameworks/opt/telephony","Etan Cohen","Etan Cohen","2014-11-26 01:03:20.443000000",0,0
"116399","platform/frameworks/opt/telephony","Etan Cohen","Etan Cohen","2014-12-03 02:12:01.776000000",0,0
"116399","platform/frameworks/opt/telephony","Etan Cohen","Deckard Autoverifier","2014-12-05 19:15:41.258000000",0,-1
"116399","platform/frameworks/opt/telephony","Etan Cohen","Bill Yi","2015-03-10 22:16:29.751000000",2,0
"116493","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-01 22:04:20.183000000",1,0
"116493","platform/frameworks/av","Bernhard Rosenkränzer","Deckard Autoverifier","2014-12-04 16:21:28.789000000",0,1
"116493","platform/frameworks/av","Bernhard Rosenkränzer","Lajos Molnar","2014-12-09 01:22:00.144000000",2,0
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Lajos Molnar","2014-12-01 23:52:29.541000000",-1,0
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Deckard Autoverifier","2014-12-04 05:43:56.966000000",0,1
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-04 23:43:17.781000000",1,1
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Lajos Molnar","2014-12-09 01:20:07.864000000",2,0
"116896","platform/packages/apps/Settings","Yu Ning","David Turner","2014-12-02 10:14:58.211000000",0,0
"116896","platform/packages/apps/Settings","Yu Ning","Yu Ning","2014-12-02 10:24:08.577000000",0,0
"116896","platform/packages/apps/Settings","Yu Ning","David Turner","2014-12-02 10:25:15.514000000",1,0
"116896","platform/packages/apps/Settings","Yu Ning","David Turner","2014-12-02 10:25:30.819000000",0,0
"116896","platform/packages/apps/Settings","Yu Ning","Fabrice Di Meglio","2014-12-02 20:05:26.619000000",2,1
"116896","platform/packages/apps/Settings","Yu Ning","Yu Ning","2014-12-03 00:57:31.046000000",0,0
"117183","platform/frameworks/av","Elliott Hughes","Dan Albert","2014-12-03 01:09:03.943000000",2,0
"117183","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2014-12-03 01:11:16.220000000",0,1
"117794","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-12-05 05:47:45.535000000",0,0
"117794","platform/frameworks/av","Andreas Gampe","Deckard Autoverifier","2014-12-06 06:40:23.187000000",0,1
"117794","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-12-08 15:53:39.302000000",2,0
"118207","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-08 17:59:21.692000000",1,0
"118207","platform/frameworks/av","Bernhard Rosenkränzer","Dan Albert","2014-12-08 18:04:18.821000000",2,0
"118207","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-09 01:11:07.685000000",0,1
"118382","platform/bionic","Elliott Hughes","Bionic Buildbot","2014-12-09 04:45:53.028000000",0,1
"118382","platform/bionic","Elliott Hughes","Dimitry Ivanov","2014-12-09 04:56:12.955000000",2,0
"118382","platform/bionic","Elliott Hughes","Bionic Buildbot","2014-12-09 04:56:23.251000000",0,1
"118382","platform/bionic","Elliott Hughes","Glenn Kasten","2015-06-04 22:51:02.927000000",0,0
"118382","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-04 22:51:48.248000000",0,-1
"118382","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-05 00:12:13.379000000",0,0
"118382","platform/bionic","Elliott Hughes","Stephen Hines","2015-06-05 00:14:58.677000000",0,0
"118382","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-05 00:17:07.777000000",0,0
"118382","platform/bionic","Elliott Hughes","Glenn Kasten","2015-06-05 00:39:22.504000000",0,0
"118482","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-09 19:14:00.714000000",1,1
"118482","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-09 22:36:54.136000000",0,0
"118482","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-09 22:54:56.287000000",0,0
"118482","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-09 22:58:26.393000000",2,0
"118482","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-10 00:35:01.974000000",0,1
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-12 21:42:22.618000000",1,1
"118502","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-16 17:59:05.987000000",0,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-16 20:03:14.386000000",0,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-16 20:26:14.027000000",0,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Lajos Molnar","2014-12-16 22:19:31.366000000",0,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-16 22:51:58.813000000",0,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Dan Albert","2014-12-16 23:03:31.453000000",0,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-17 18:37:09.840000000",1,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-17 23:28:48.040000000",1,1
"118502","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-17 23:35:02.648000000",2,0
"118502","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-17 23:35:47.361000000",2,0
"118648","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2014-12-10 20:12:10.591000000",2,1
"118802","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2014-12-10 22:10:45.611000000",2,1
"118967","platform/frameworks/av","Trevor Drake","Trevor Drake","2014-12-11 19:39:11.931000000",0,0
"118967","platform/frameworks/av","Trevor Drake","Elliott Hughes","2014-12-11 19:58:06.327000000",0,0
"118967","platform/frameworks/av","Trevor Drake","Dimitry Ivanov","2014-12-11 20:27:23.434000000",1,0
"118967","platform/frameworks/av","Trevor Drake","Elliott Hughes","2014-12-12 19:17:18.137000000",2,1
"118987","platform/packages/apps/Settings","Narayan Kamath","Neil Fuller","2014-12-12 14:19:06.097000000",0,0
"118987","platform/packages/apps/Settings","Narayan Kamath","Narayan Kamath","2014-12-12 14:22:30.027000000",0,0
"118987","platform/packages/apps/Settings","Narayan Kamath","Neil Fuller","2014-12-12 14:29:23.019000000",2,0
"118987","platform/packages/apps/Settings","Narayan Kamath","Elliott Hughes","2014-12-12 16:03:54.771000000",2,0
"118987","platform/packages/apps/Settings","Narayan Kamath","Narayan Kamath","2014-12-15 13:32:22.697000000",0,0
"118987","platform/packages/apps/Settings","Narayan Kamath","Narayan Kamath","2014-12-15 14:23:44.106000000",0,1
"119028","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-11 22:00:15.144000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-11 22:20:30.924000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-11 22:26:03.463000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-11 22:37:38.474000000",1,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Dan Albert","2014-12-11 23:13:23.056000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-11 23:29:16.256000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-11 23:47:14.009000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-11 23:52:02.513000000",1,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Dan Albert","2014-12-12 00:14:40.461000000",0,0
