"number","project","owner","reviewer","date","rscore","vscore"
"154452","platform/frameworks/base","Dimitry Ivanov","Dimitry Ivanov","2015-06-12 17:12:46.586000000",0,1
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-11 23:43:31.204000000",0,0
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-12 00:38:01.154000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-12 18:59:45.506000000",0,0
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-12 21:40:15.253000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 18:39:18.835000000",0,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 18:56:30.224000000",0,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 18:57:08.365000000",-2,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 19:26:06.156000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 19:55:26.964000000",0,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 19:56:44.540000000",0,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-15 20:17:55.859000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 21:41:59.304000000",-1,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-15 21:47:17.546000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-16 00:07:10.573000000",-1,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-16 00:53:50.686000000",0,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-16 00:55:52.404000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-19 01:15:16.199000000",1,0
"154503","platform/bionic","Duane Sand","Elliott Hughes","2015-06-19 04:49:10.163000000",0,0
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-19 22:27:40.612000000",2,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-21 18:12:09.482000000",0,0
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-21 21:19:35.912000000",0,0
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-21 21:24:44.308000000",2,1
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-21 21:25:37.552000000",0,0
"154503","platform/bionic","Duane Sand","Dimitry Ivanov","2015-06-24 20:43:34.125000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-29 21:19:20.126000000",0,0
"154503","platform/bionic","Duane Sand","Duane Sand","2015-06-30 00:37:39.728000000",0,0
"154673","platform/system/core","Elliott Hughes","Dan Albert","2015-06-12 21:40:30.874000000",2,0
"154673","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-12 21:45:10.545000000",0,1
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:20:19.911000000",1,1
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:21:21.834000000",0,0
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:21:49.821000000",0,0
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:21:55.494000000",1,1
"154675","platform/system/core","Mark Salyzyn","Todd Kjos","2015-06-12 22:24:22.955000000",1,0
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:33:07.744000000",2,0
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:36:33.155000000",0,0
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:36:58.371000000",0,0
"154675","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:43:00.809000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-19 00:55:01.934000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Dan Albert","2015-06-19 02:32:10.887000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Andreas Gampe","2015-06-19 02:46:11.290000000",1,0
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-19 18:13:53.611000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-19 18:17:44.826000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Dan Albert","2015-06-20 03:49:35.687000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-23 01:04:43.402000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-23 21:09:28.096000000",0,0
"154677","platform/system/core","Evgenii Stepanov","Dan Albert","2015-06-24 17:47:31.388000000",2,0
"154677","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-24 17:48:36.660000000",0,1
"154687","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 21:11:07.154000000",2,0
"154687","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:11:47.255000000",0,1
"154687","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:18:38.074000000",0,0
"154687","platform/system/core","Evgenii Stepanov","Elliott Hughes","2015-06-12 21:29:29.740000000",2,0
"154687","platform/system/core","Evgenii Stepanov","Evgenii Stepanov","2015-06-12 21:31:25.362000000",0,1
"154721","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-12 22:37:17.328000000",2,1
"154750","platform/system/core","Elliott Hughes","Tim Murray","2015-06-16 02:41:04.416000000",0,0
"154750","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-17 01:09:56.272000000",0,0
"154750","platform/system/core","Elliott Hughes","Tim Murray","2015-06-17 01:15:28.767000000",2,0
"154750","platform/system/core","Elliott Hughes","Colin Cross","2015-06-17 17:23:23.113000000",0,0
"154750","platform/system/core","Elliott Hughes","Colin Cross","2015-06-17 17:24:44.882000000",0,0
"154750","platform/system/core","Elliott Hughes","Tim Murray","2015-06-17 17:30:41.618000000",0,0
"154750","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-17 21:43:11.755000000",0,0
"154750","platform/system/core","Elliott Hughes","Nick Kralevich","2015-06-17 21:45:03.281000000",1,0
"154750","platform/system/core","Elliott Hughes","Colin Cross","2015-06-17 22:14:31.871000000",2,0
"154750","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-17 22:20:31.933000000",0,1
"154753","platform/system/core","Christopher Ferris","Elliott Hughes","2015-06-13 06:24:53.809000000",2,0
"154753","platform/system/core","Christopher Ferris","Christopher Ferris","2015-06-13 06:27:26.992000000",2,1
"154761","platform/system/core","Nick Kralevich","Elliott Hughes","2015-06-13 06:09:54.082000000",2,0
"154761","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-13 10:11:16.310000000",0,1
"154830","platform/system/core","Nick Kralevich","Glenn Kasten","2015-06-15 17:29:32.571000000",1,0
"154830","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-15 17:30:36.513000000",2,1
"154830","platform/system/core","Nick Kralevich","Glenn Kasten","2015-06-25 14:30:35.678000000",0,0
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 18:14:43.939000000",1,1
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 18:36:59.261000000",0,0
"154832","platform/system/core","Mark Salyzyn","Michael Ryleev","2015-06-15 18:48:44.989000000",1,0
"154832","platform/system/core","Mark Salyzyn","Jin Qian","2015-06-15 18:48:47.806000000",0,0
"154832","platform/system/core","Mark Salyzyn","Jin Qian","2015-06-15 18:49:42.596000000",1,0
"154832","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-06-15 18:54:06.832000000",0,0
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 19:21:47.356000000",0,0
"154832","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-06-15 20:28:11.927000000",0,0
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 20:51:53.544000000",1,1
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 20:57:13.215000000",0,0
"154832","platform/system/core","Mark Salyzyn","Jin Qian","2015-06-15 21:14:47.712000000",1,0
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 21:19:15.895000000",0,0
"154832","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-15 21:19:44.988000000",2,1
"154844","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-16 00:59:24.418000000",0,0
"154844","platform/bionic","Elliott Hughes","Dimitry Ivanov","2015-06-16 01:32:26.550000000",2,0
"154844","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-16 01:36:26.848000000",0,1
"154844","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-16 02:10:54.700000000",0,0
"154845","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-16 01:50:21.357000000",2,1
"154845","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-16 02:02:59.885000000",0,0
"154845","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-16 02:24:27.496000000",0,0
"154918","platform/bionic","Tim Murray","Bionic Buildbot","2015-06-16 05:00:22.819000000",0,1
"154918","platform/bionic","Tim Murray","Christopher Ferris","2015-06-16 19:03:36.899000000",2,0
"154942","platform/bionic","Elliott Hughes","Dimitry Ivanov","2015-06-16 02:44:23.574000000",2,0
"154942","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-16 03:10:00.351000000",0,1
"154943","platform/system/core","Nick Kralevich","Glenn Kasten","2015-06-16 17:44:29.284000000",1,0
"154943","platform/system/core","Nick Kralevich","Elliott Hughes","2015-06-16 17:52:17.358000000",2,0
"154943","platform/system/core","Nick Kralevich","Dan Albert","2015-06-16 17:53:03.460000000",2,0
"154943","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-16 20:36:46.403000000",2,1
"154943","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-16 23:35:40.552000000",0,0
"154945","platform/frameworks/base","Dan Albert","Evgenii Stepanov","2015-06-16 21:07:42.705000000",1,0
"154945","platform/frameworks/base","Dan Albert","Stephen Hines","2015-06-16 21:07:57.290000000",2,0
"154945","platform/frameworks/base","Dan Albert","Dan Albert","2015-06-16 21:11:07.069000000",0,1
"155038","platform/bionic","Elliott Hughes","Dan Albert","2015-06-16 23:07:27.371000000",2,0
"155038","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-16 23:54:28.900000000",0,1
"155042","platform/bionic","Dan Albert","Dan Albert","2015-06-16 21:17:34.637000000",0,1
"155042","platform/bionic","Dan Albert","Christopher Ferris","2015-06-16 21:20:03.128000000",2,0
"155042","platform/bionic","Dan Albert","Bionic Buildbot","2015-06-16 21:22:10.029000000",0,1
"155080","platform/system/core","Nick Kralevich","Daniel Cashman","2015-06-16 23:45:35.900000000",1,0
"155080","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-16 23:47:36.883000000",2,1
"155112","platform/frameworks/base","Narayan Kamath","Narayan Kamath","2015-06-17 13:13:24.068000000",2,1
"155116","platform/bionic","Nikola Veljkovic","Nikola Veljkovic","2015-06-17 15:22:03.895000000",0,0
"155116","platform/bionic","Nikola Veljkovic","Elliott Hughes","2015-06-17 17:05:02.646000000",2,1
"155125","platform/bionic","Nikola Veljkovic","Steve Ellcey","2015-06-17 22:03:31.497000000",1,0
"155125","platform/bionic","Nikola Veljkovic","Christopher Ferris","2015-06-17 23:50:50.881000000",2,1
"155131","platform/frameworks/base","Narayan Kamath","Narayan Kamath","2015-06-17 13:15:00.226000000",2,1
"155150","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-17 17:18:35.685000000",0,0
"155150","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-17 17:28:38.955000000",2,1
"155150","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-17 17:54:41.395000000",0,0
"155150","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-17 18:13:08.261000000",0,-1
"155150","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-17 21:34:26.373000000",0,0
"155225","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-17 21:35:25.339000000",2,1
"155225","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-17 21:58:12.407000000",0,0
"155310","platform/system/core","Elliott Hughes","Narayan Kamath","2015-06-18 08:49:29.625000000",0,0
"155310","platform/system/core","Elliott Hughes","Nick Kralevich","2015-06-18 12:52:17.948000000",1,0
"155310","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-18 17:19:21.905000000",0,0
"155310","platform/system/core","Elliott Hughes","Nick Kralevich","2015-06-18 17:30:37.434000000",0,0
"155310","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-19 14:55:52.604000000",0,0
"155310","platform/system/core","Elliott Hughes","Narayan Kamath","2015-06-19 17:17:38.580000000",2,0
"155310","platform/system/core","Elliott Hughes","Nick Kralevich","2015-06-19 17:18:43.557000000",2,0
"155310","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-19 20:24:16.869000000",0,1
"155316","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-18 00:21:11.943000000",2,1
"155316","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-18 00:45:57.523000000",0,0
"155371","platform/system/core","Christopher Ferris","Christopher Ferris","2015-06-18 03:09:19.817000000",-2,0
"155371","platform/system/core","Christopher Ferris","Christopher Ferris","2015-07-01 21:42:55.242000000",0,0
"155371","platform/system/core","Christopher Ferris","Elliott Hughes","2015-07-01 23:36:36.376000000",2,0
"155371","platform/system/core","Christopher Ferris","Christopher Ferris","2015-07-08 19:15:59.663000000",2,1
"155631","platform/frameworks/base","Stephen Smalley","Nick Kralevich","2015-06-19 19:34:27.022000000",2,1
"155642","platform/bionic","Yabin Cui","Elliott Hughes","2015-06-19 00:09:57.202000000",2,0
"155642","platform/bionic","Yabin Cui","Bionic Buildbot","2015-06-19 00:25:27.221000000",0,1
"155642","platform/bionic","Yabin Cui","Yabin Cui","2015-06-19 00:54:59.850000000",0,0
"155642","platform/bionic","Yabin Cui","Bionic Buildbot","2015-06-19 01:19:36.067000000",0,1
"155642","platform/bionic","Yabin Cui","Yabin Cui","2015-06-19 17:56:48.949000000",2,0
"155680","platform/system/core","Nick Kralevich","Dan Albert","2015-06-19 00:53:03.951000000",2,0
"155680","platform/system/core","Nick Kralevich","Elliott Hughes","2015-06-19 01:07:56.638000000",0,0
"155680","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-19 02:09:31.852000000",0,0
"155680","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-19 02:15:28.127000000",0,0
"155680","platform/system/core","Nick Kralevich","Dan Albert","2015-06-19 02:42:19.689000000",0,0
"155680","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-19 03:12:29.936000000",0,0
"155680","platform/system/core","Nick Kralevich","Dan Albert","2015-06-19 03:13:27.120000000",2,0
"155680","platform/system/core","Nick Kralevich","Nick Kralevich","2015-06-19 03:24:14.537000000",0,1
"155737","platform/frameworks/base","Minhyeok Jeong","Wale Ogunwale","2015-06-23 17:03:36.886000000",2,1
"155757","platform/system/core","Sami Tolvanen","Sami Tolvanen","2015-07-15 09:11:19.326000000",0,0
"155757","platform/system/core","Sami Tolvanen","Paul Lawrence","2015-07-15 14:49:43.245000000",1,0
"155757","platform/system/core","Sami Tolvanen","Nick Kralevich","2015-07-15 18:32:02.387000000",2,0
"155757","platform/system/core","Sami Tolvanen","Sami Tolvanen","2015-07-15 18:35:39.437000000",0,1
"155757","platform/system/core","Sami Tolvanen","Nick Kralevich","2015-07-15 18:44:42.953000000",0,0
"155863","platform/bionic","Dimitry Ivanov","Chih-hung Hsieh","2015-06-22 19:06:41.264000000",1,0
"155863","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-22 19:10:04.870000000",2,0
"155863","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-22 19:24:12.851000000",0,1
"155863","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-22 19:41:03.150000000",0,0
"155895","platform/frameworks/base","Nikola Veljkovic","Tenghui Zhu","2015-06-24 21:36:20.559000000",0,0
"155895","platform/frameworks/base","Nikola Veljkovic","Nikola Veljkovic","2015-06-25 09:15:31.389000000",0,0
"155895","platform/frameworks/base","Nikola Veljkovic","Tenghui Zhu","2015-06-25 16:43:38.961000000",1,0
"155895","platform/frameworks/base","Nikola Veljkovic","Chris Craik","2015-06-25 21:06:15.225000000",2,0
"155895","platform/frameworks/base","Nikola Veljkovic","Tenghui Zhu","2015-06-25 21:06:32.834000000",0,1
"155905","platform/frameworks/base","Henrik Baard","Narayan Kamath","2015-06-25 09:02:47.788000000",0,0
"155905","platform/frameworks/base","Henrik Baard","Henrik Baard","2015-06-26 10:18:57.256000000",0,0
"155905","platform/frameworks/base","Henrik Baard","Narayan Kamath","2015-07-01 12:23:19.636000000",2,0
"155905","platform/frameworks/base","Henrik Baard","Narayan Kamath","2015-07-01 13:30:36.295000000",2,1
"155950","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-22 19:27:27.013000000",2,1
"155950","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-22 19:52:58.385000000",0,0
"156022","platform/frameworks/base","Man Cao","Narayan Kamath","2015-06-24 08:11:53.971000000",2,0
"156022","platform/frameworks/base","Man Cao","Wale Ogunwale","2015-06-24 12:44:14.147000000",0,0
"156022","platform/frameworks/base","Man Cao","Narayan Kamath","2015-06-24 12:46:15.959000000",0,0
"156022","platform/frameworks/base","Man Cao","Wale Ogunwale","2015-06-24 15:27:05.674000000",0,0
"156022","platform/frameworks/base","Man Cao","Man Cao","2015-06-24 19:53:17.738000000",1,0
"156022","platform/frameworks/base","Man Cao","Wale Ogunwale","2015-06-24 20:01:52.441000000",0,0
"156022","platform/frameworks/base","Man Cao","Man Cao","2015-06-24 20:30:31.513000000",1,0
"156022","platform/frameworks/base","Man Cao","Wale Ogunwale","2015-06-24 20:42:34.239000000",2,0
"156022","platform/frameworks/base","Man Cao","Mathieu Chartier","2015-06-24 20:55:29.078000000",0,1
"156065","platform/frameworks/base","Hiroshi Yamauchi","Mathieu Chartier","2015-06-23 18:54:05.089000000",1,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Richard Uhler","2015-06-23 19:11:35.937000000",1,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Hiroshi Yamauchi","2015-06-23 20:33:12.248000000",0,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Hiroshi Yamauchi","2015-06-23 20:33:20.270000000",0,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Hiroshi Yamauchi","2015-06-23 20:40:15.383000000",0,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Hiroshi Yamauchi","2015-06-23 20:40:30.889000000",0,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Richard Uhler","2015-06-24 00:05:40.277000000",1,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Hiroshi Yamauchi","2015-06-24 00:43:35.003000000",0,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Brian Carlstrom","2015-06-24 01:21:54.879000000",2,0
"156065","platform/frameworks/base","Hiroshi Yamauchi","Hiroshi Yamauchi","2015-06-24 18:12:58.236000000",0,1
"156066","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 04:04:09.089000000",0,0
"156066","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 17:36:32.454000000",0,0
"156066","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 17:44:44.483000000",0,0
"156066","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 17:50:15.230000000",0,0
"156066","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 18:19:40.823000000",2,0
"156066","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 19:31:18.427000000",0,1
"156095","platform/bionic","Dimitry Ivanov","Evgenii Stepanov","2015-06-23 20:53:56.613000000",1,0
"156095","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-23 21:11:57.351000000",0,1
"156095","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-23 21:13:30.200000000",0,0
"156095","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-23 21:14:23.620000000",2,0
"156097","platform/bionic","Dimitry Ivanov","Elliott Hughes","2015-06-23 21:09:18.078000000",2,0
"156097","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-23 21:20:09.726000000",0,1
"156106","platform/bionic","Chih-hung Hsieh","Bionic Buildbot","2015-06-23 21:51:50.079000000",0,1
"156106","platform/bionic","Chih-hung Hsieh","Dan Albert","2015-06-23 23:04:34.739000000",2,0
"156106","platform/bionic","Chih-hung Hsieh","Dan Albert","2015-06-23 23:04:40.260000000",0,0
"156106","platform/bionic","Chih-hung Hsieh","Elliott Hughes","2015-06-23 23:05:02.361000000",-1,0
"156106","platform/bionic","Chih-hung Hsieh","Chih-hung Hsieh","2015-06-23 23:13:56.733000000",0,0
"156106","platform/bionic","Chih-hung Hsieh","Bionic Buildbot","2015-06-23 23:25:33.007000000",0,1
"156106","platform/bionic","Chih-hung Hsieh","Elliott Hughes","2015-06-23 23:34:42.561000000",2,0
"156106","platform/bionic","Chih-hung Hsieh","Dan Albert","2015-06-23 23:39:50.696000000",2,0
"156175","platform/system/core","Elliott Hughes","Lee Campbell","2015-06-24 03:40:57.720000000",1,0
"156175","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 03:58:18.957000000",0,0
"156175","platform/system/core","Elliott Hughes","Lee Campbell","2015-06-24 04:03:02.364000000",1,0
"156175","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 04:05:56.509000000",2,0
"156175","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 04:23:26.053000000",0,1
"156403","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 17:52:12.447000000",0,1
"156403","platform/system/core","Elliott Hughes","Lee Campbell","2015-06-24 18:22:55.681000000",1,0
"156403","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 18:37:25.892000000",2,0
"156407","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 20:28:47.171000000",2,1
"156407","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 20:44:54.772000000",0,0
"156409","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-24 20:44:26.500000000",0,0
"156409","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-24 20:44:33.043000000",2,1
"156409","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-24 21:02:53.695000000",0,0
"156409","platform/bionic","Dimitry Ivanov","Duane Sand","2015-06-29 21:29:13.086000000",0,0
"156409","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-29 22:13:52.944000000",0,0
"156409","platform/bionic","Dimitry Ivanov","Duane Sand","2015-06-30 00:36:41.775000000",0,0
"156430","platform/system/core","Elliott Hughes","Dan Albert","2015-06-24 18:30:30.844000000",2,0
"156430","platform/system/core","Elliott Hughes","Elliott Hughes","2015-06-24 19:29:18.725000000",0,1
"156503","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-24 23:43:54.518000000",2,0
"156503","platform/bionic","Dimitry Ivanov","Dimitry Ivanov","2015-06-24 23:44:33.678000000",0,0
"156503","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-06-25 00:03:23.405000000",0,1
"156503","platform/bionic","Dimitry Ivanov","Bionic Buildbot","2015-07-01 20:44:23.697000000",0,0
"156508","platform/frameworks/base","Andreas Gampe","Andreas Gampe","2015-06-25 03:44:39.269000000",2,1
"156535","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-25 00:58:36.568000000",0,1
"156535","platform/bionic","Elliott Hughes","Dan Albert","2015-06-25 04:36:26.333000000",2,0
"156535","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-25 04:57:42.461000000",0,0
"156540","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-25 00:21:30.715000000",0,0
"156540","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-06-25 00:35:43.624000000",2,0
"156540","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-25 00:51:22.881000000",0,0
"156540","platform/system/core","Mark Salyzyn","Elliott Hughes","2015-06-25 00:52:12.179000000",0,0
"156540","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-25 14:26:44.098000000",0,0
"156540","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-25 14:32:52.234000000",-1,0
"156540","platform/system/core","Mark Salyzyn","Mark Salyzyn","2015-06-25 14:41:14.495000000",2,1
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-06-25 02:16:15.780000000",0,0
"156543","platform/frameworks/av","Robert Shih","Hamsalekha S","2015-06-25 10:18:29.051000000",0,0
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-06-25 15:58:53.432000000",0,0
"156543","platform/frameworks/av","Robert Shih","Hamsalekha S","2015-06-29 10:59:48.678000000",0,0
"156543","platform/frameworks/av","Robert Shih","Hamsalekha S","2015-06-29 11:05:37.446000000",0,0
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-06-29 18:00:40.333000000",0,0
"156543","platform/frameworks/av","Robert Shih","Hamsalekha S","2015-06-30 05:14:13.455000000",0,0
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-07-07 23:16:55.458000000",0,0
"156543","platform/frameworks/av","Robert Shih","Hamsalekha S","2015-07-08 10:43:09.592000000",0,0
"156543","platform/frameworks/av","Robert Shih","Hamsalekha S","2015-07-08 11:12:40.945000000",0,0
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-07-08 18:15:27.697000000",0,0
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-07-08 22:24:54.737000000",1,1
"156543","platform/frameworks/av","Robert Shih","Lajos Molnar","2015-07-08 22:26:28.247000000",2,0
"156543","platform/frameworks/av","Robert Shih","Robert Shih","2015-07-08 22:35:05.716000000",0,0
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-25 06:23:03.343000000",0,1
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-25 13:59:00.820000000",0,-1
"156610","platform/bionic","Erik Kline","Erik Kline","2015-06-25 14:06:44.389000000",0,1
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-25 14:15:17.818000000",0,1
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-25 14:25:18.933000000",0,0
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-25 15:48:33.169000000",0,0
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-25 15:58:53.305000000",0,0
"156610","platform/bionic","Erik Kline","Lorenzo Colitti","2015-06-25 16:21:33.540000000",1,0
"156610","platform/bionic","Erik Kline","Elliott Hughes","2015-06-25 21:56:17.260000000",0,0
"156610","platform/bionic","Erik Kline","Erik Kline","2015-06-26 06:59:12.524000000",0,0
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-26 07:10:44.319000000",0,1
"156610","platform/bionic","Erik Kline","Erik Kline","2015-06-26 07:15:43.588000000",0,1
"156610","platform/bionic","Erik Kline","Narayan Kamath","2015-06-26 08:25:39.742000000",1,0
"156610","platform/bionic","Erik Kline","Erik Kline","2015-06-26 10:08:06.835000000",0,0
"156610","platform/bionic","Erik Kline","Erik Kline","2015-06-26 10:13:36.327000000",0,1
"156610","platform/bionic","Erik Kline","Bionic Buildbot","2015-06-26 10:26:23.166000000",0,1
